postcode,location,district,state,mukim,postcode1,postcode2,postcode3
nan,PAKOH JAYA,SUNGAI TONG,TERENGGANU,,nan,nan,nan
nan,SERI LANGKAP,SUNGAI TONG,TERENGGANU,,nan,nan,nan
nan,SUNGAI LERAK,SUNGAI TONG,TERENGGANU,,nan,nan,nan
nan,SUNGAI TONG,SUNGAI TONG,TERENGGANU,,nan,nan,nan
nan,ALOR GALI,MARANG,TERENGGANU,,nan,nan,nan
nan,ALOR TUMAN,MARANG,TERENGGANU,,nan,nan,nan
nan,ASING,MARANG,TERENGGANU,,nan,nan,nan
nan,BARAT,MARANG,TERENGGANU,,nan,nan,nan
nan,BUKIT BAHARU,MARANG,TERENGGANU,,nan,nan,nan
nan,BUKIT GEGADING,MARANG,TERENGGANU,,nan,nan,nan
nan,BUKIT JEJULONG,MARANG,TERENGGANU,,nan,nan,nan
nan,BUKIT KULIM,MARANG,TERENGGANU,,nan,nan,nan
nan,BUKIT PARIT,MARANG,TERENGGANU,,nan,nan,nan
nan,DURIAN PENJARA,MARANG,TERENGGANU,,nan,nan,nan
nan,GONG BERIS,MARANG,TERENGGANU,,nan,nan,nan
nan,JABATAN PENJARA,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BATANGAN,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT GASING,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG NANGKA,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG JENANG,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KAYU KELAT,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KELULUT,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KIJING,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG MASJID HAJI SAID,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PANTAI SEBERANG MARANG,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PAYA,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG RU DUA,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG RU MUDA,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG RU RENDANG,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SENTUL PATAH,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG STAR KIRI,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SUNGAI KERAK,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SURAU HAJI IBRAHIM,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SURAU HAJI MAT,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TUMAN,MARANG,TERENGGANU,,nan,nan,nan
nan,LADANG FIKRI,MARANG,TERENGGANU,,nan,nan,nan
nan,MARANG,MARANG,TERENGGANU,,nan,nan,nan
nan,PENGKALAN KUIN,MARANG,TERENGGANU,,nan,nan,nan
nan,PULAU KERENGGA,MARANG,TERENGGANU,,nan,nan,nan
nan,RAMBAI JANTAN,MARANG,TERENGGANU,,nan,nan,nan
nan,SETAR KANAN,MARANG,TERENGGANU,,nan,nan,nan
nan,TAMAN HIDAYAH,MARANG,TERENGGANU,,nan,nan,nan
nan,TAMAN KALONGAN MELOR,MARANG,TERENGGANU,,nan,nan,nan
nan,TAMAN KERNIA JAYA,MARANG,TERENGGANU,,nan,nan,nan
nan,TAMAN LAILA,MARANG,TERENGGANU,,nan,nan,nan
nan,TAMAN MAS MURNI (FASA 1 & 2),MARANG,TERENGGANU,,nan,nan,nan
nan,TAMAN PERPINDAHAN SUNGAI KERAK,MARANG,TERENGGANU,,nan,nan,nan
nan,TAMAN PERUMAHAN KELULUT,MARANG,TERENGGANU,,nan,nan,nan
nan,TAMAN PERUMAHAN PERKAYA,MARANG,TERENGGANU,,nan,nan,nan
nan,TEMIANG ULU,MARANG,TERENGGANU,,nan,nan,nan
nan,TERATAK BATU,MARANG,TERENGGANU,,nan,nan,nan
nan,JAMBU BONGKOK,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DURIAN PULUT MERCHANG,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG BALAI,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG KASSIM,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG JAMBU BONGKOK,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PADANG PAUH,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PASIR PUTEH,MARANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TOK FAKIR MERCHANG,MARANG,TERENGGANU,,nan,nan,nan
nan,MERCHANG,MARANG,TERENGGANU,,nan,nan,nan
nan,BINJAI KERTAS,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG ALOR KIAMBANG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BASUNG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BATU 23 (JALAN KUALA BERANG),KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BATU 23,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BATU 24,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BAUNG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BINJAI KERTAS,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT ACHEH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT BERUANG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT BIAH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT GEMURUH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT MARTIYA,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT TOK BAT,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BULOH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUTUT,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG CAPU,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG CEKERING,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG CETING,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DURA,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DURIAN BADOR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DUSUN,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GAONG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GERDONG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG HULU SAT,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG JENAGOR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KEMAT,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KEPAH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUALA AKUB,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUALA JENERIS,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUALA MENJING,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUALA PING,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUALA POR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUALA PUEH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LANGGAR HILIR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LANGGAR HULU,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LANGGAR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LUBUK PAIT,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG MATANG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG NASI DINGIN,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG NIBONG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PADANG IPOH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PADANG LEBAK,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PADANG SETEBU,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PADANG STAR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PASIR DULA,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PASIR NERING,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PASIR NYIOR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PASIR PELATA,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PASIR SIPOR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PAUH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PAYANG KAYU,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PELANDAN,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PULAU KUDAT,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG RAHMAT,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SEKAYU,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SUNGAI BERUA,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SUNGAI ULAR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TAJIN,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TANJONG BARU,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TAPAH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TELAGA,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TEMIR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TENGKAWANG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TERIS,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TOK BINTANG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TOK LAWIK,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KENYIR,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KUALA BERANG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KUALA JENERIS,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KUALA MENJING,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KUALA PING,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,KUALA PUEH,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,MATANG,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,SUNGAI GAWI,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,ULU SAT,KUALA BERANG,TERENGGANU,,nan,nan,nan
nan,AJIL,AJIL,TERENGGANU,,nan,nan,nan
nan,BUKIT JABAR,AJIL,TERENGGANU,,nan,nan,nan
nan,BUKIT PACHAT,AJIL,TERENGGANU,,nan,nan,nan
nan,CHERANG NIBONG,AJIL,TERENGGANU,,nan,nan,nan
nan,DURIAN KASSIM,AJIL,TERENGGANU,,nan,nan,nan
nan,FELDA BUKIT BADING,AJIL,TERENGGANU,,nan,nan,nan
nan,FELDA MENGKAWANG,AJIL,TERENGGANU,,nan,nan,nan
nan,FELDA TERSAT,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG AJAL,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BARU AJIL,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BATU 18,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BATU 21,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BELUKAR BUKIT,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BETONG,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT APIT,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT ARA,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT BIMAN,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT PERAH,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT PERPAT,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG CHENDERONG BALAI,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG CHENDERONG LEBAM,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DATUK AMAR,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DURIAN RENDANG,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GUNONG,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG JABAR,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG JAK,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG JERLANG,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KOLAM AJIL,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUA,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LEREK,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LUBOK PERIOK,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG MACHANG,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG MATANG,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG MENERONG,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PANGGONG,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PENEK,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PENGKALAN AJAL,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PERIS,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PULAI API,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SETIA JAYA,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SUNGAI SIPUT,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TOK GEBOK,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TOK RENDOK,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TULANG DAING,AJIL,TERENGGANU,,nan,nan,nan
nan,MENERUNG,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BARU SUNGAI BINJAI,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG JAYA BARU NASRI,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LANDAS,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PELAR,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PEROH,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TOK DOR,AJIL,TERENGGANU,,nan,nan,nan
nan,FELDA JERANGAU BARAT,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BARU MARDI,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BATU 32,AJIL,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LANDAS ESTATE,AJIL,TERENGGANU,,nan,nan,nan
nan,LKTP BUKIT BADING,AJIL,TERENGGANU,,nan,nan,nan
nan,ALOR LINTAH,JERTEH,TERENGGANU,,nan,nan,nan
nan,BALIK BUKIT,JERTEH,TERENGGANU,,nan,nan,nan
nan,BUKIT KENAK,JERTEH,TERENGGANU,,nan,nan,nan
nan,BUKIT PUTERI,JERTEH,TERENGGANU,,nan,nan,nan
nan,FELDA SELASEH,JERTEH,TERENGGANU,,nan,nan,nan
nan,GONG NERING,JERTEH,TERENGGANU,,nan,nan,nan
nan,JERTEH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG ALOR BELANGA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG ALOR KELADI,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG ALOR SELISING,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG AWEK DARAU,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG AYER TERJUN,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BARU,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BARUH MESIN,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BERHALA TAMBUN,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BERIS PAK ABU,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT CHINA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT TEMPURONG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG CERANG MELINTANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DALAM HUMA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DARAU,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DENGER,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DURIAN MERKAH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DURIAN TELOR,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GEGAR BATANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GERAI MUDA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GERAI TUA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG BADANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG BUKIT KENAK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG CHENERAI,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG DUEK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG GUCHIL,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG JAGA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG MAT SOM,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG NANGKA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG PAK CHENG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG PASIR,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG PENAGA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG RENGAS,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG TANAH MERAH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG TERAP,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG HUTAN NANGKA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KOLAM JERTEH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUBANG BEMBAN,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LAO LOK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LAPAN KEJOR,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LAPAN KOTAK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LUBOK KAWAH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG NYIOR TUJUH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PADANG LANDAK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PADANG LUAS,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PAK DA MALIK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PAK WONG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PAROH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PASIR AKAR,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PEKAKOK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PELAGAT,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PENGKALAN SETOL,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PONDOK PAKU,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PULAI RIMAU,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PULAU PANJANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PULAU RIBU,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PUSU TINGGI,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SEBERANG PANGGONG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TANAH MERAH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TANJONG ALIR,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TASEK MENGKUANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TASEK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TELAGA NIBONG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TELOK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TOK DAT,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TOK MOTONG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KERANDANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,LKTP JERANGAU,JERTEH,TERENGGANU,,nan,nan,nan
nan,PASIR AKAR,JERTEH,TERENGGANU,,nan,nan,nan
nan,PULAU BERANGAN,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN BAKTI,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN DESA AMAN,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN DESA SAUJANA,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN DESA SEPAKAT,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN DESA TANI,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN DESA TANJUNG,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN JAYA,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN PELAGAT,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN SAUJANA,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN SERI NERING,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN SERI SEPAKAT,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN TERATUR,JERTEH,TERENGGANU,,nan,nan,nan
nan,TAMAN TUAH,JERTEH,TERENGGANU,,nan,nan,nan
nan,TOK KUNDUR,JERTEH,TERENGGANU,,nan,nan,nan
nan,TUDM BUKIT PUTRI,JERTEH,TERENGGANU,,nan,nan,nan
nan,BUKIT PAYONG (JERTEH),JERTEH,TERENGGANU,,nan,nan,nan
nan,FELCRA KERUAK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BEKOK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BELAOH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT MALI,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BUKIT PAYONG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG CAWANGAN,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG DENGIR TENANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KERUAK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUALA SAYAK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG MATA AYER,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PADANG BUAL,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PANCHOR,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG SEBERANG LALANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,APAL,JERTEH,TERENGGANU,,nan,nan,nan
nan,BUKIT JEROK,JERTEH,TERENGGANU,,nan,nan,nan
nan,JABI,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG ANAK IKAN,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG ANAK MUSANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BAKAT,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BARU TOK DOR,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG LILIT,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG PASIR JABI,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG PASIR OH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG GONG PENAGA JABI,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KEPALA GAJAH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG KUALA LUBANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG LAY OUT (JABI),JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG OH,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PADANG LENGKUAS,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PASIR TAWAR,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG POHON TAR,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG PULAU KALA,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG RENEK,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TEMPINIS,JERTEH,TERENGGANU,,nan,nan,nan
nan,KAMPUNG TOK DOR,JERTEH,TERENGGANU,,nan,nan,nan
nan,LKTP TENANG,JERTEH,TERENGGANU,,nan,nan,nan
nan,BALIK BUKIT,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,BUKIT KEMUDU,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,BUKIT PARI,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,BUKIT PELONG,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,JALAN PENAREK,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,JALAN ULU SERDANG,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,KAMPUNG ALOR PASIR,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,KAMPUNG ALOR SERDANG,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,KAMPUNG APEK,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BAHAGIA,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BANGGOL,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BARI KECIL,PERMAISURI,TERENGGANU,,nan,nan,nan
nan,KAMPUNG BESUT,PERMAISURI,TERENGGANU,,nan,nan,nan
